Scaffold	Start	End	Mid	Sites	D.Asia_SW.Sichuan_SW.NE	outlier.D.Asia_SW.Sichuan_SW.NE	D.Asia_SW.Sichuan_Sichuan.NE	outlier.D.Asia_SW.Sichuan_Sichuan.NE	D.Asia_SW.N_N.NE	outlier.D.Asia_SW.N_N.NE	D.Asia_SW.N_N.Sichuan	outlier.D.Asia_SW.N_N.Sichuan	D.Noram_NoramE.CircNoramE_CircNoramE.Noram2	outlier.D.Noram_NoramE.CircNoramE_CircNoramE.Noram2	D.AsiaSW.NoramE_AsiaNE.NoramE	outlier.D.AsiaSW.NoramE_AsiaNE.NoramE	D.AsiaSW.NoramE_AsiaN.NoramE	outlier.D.AsiaSW.NoramE_AsiaN.NoramE	D.AsiaSichuan.NoramE_AsiaNE.NoramE	outlier.D.AsiaSichuan.NoramE_AsiaNE.NoramE	D.AsiaSichuan.NoramE_AsiaN.NoramE	outlier.D.AsiaSichuan.NoramE_AsiaN.NoramE	D.AsiaSW.CircNoramE_AsiaNE.CircNoramE	outlier.D.AsiaSW.CircNoramE_AsiaNE.CircNoramE	D.AsiaSW.CircNoramE_AsiaSichuan.CircNoramE	outlier.D.AsiaSW.CircNoramE_AsiaSichuan.CircNoramE	D.AsiaSW.CircNoramW_AsiaNE.CircNoramW	outlier.D.AsiaSW.CircNoramW_AsiaNE.CircNoramW	D.AsiaSW.CircNoramW_AsiaSichuan.CircNoramW	outlier.D.AsiaSW.CircNoramW_AsiaSichuan.CircNoramW	D.AsiaSW.EuroN_AsiaNE.EuroN	outlier.D.AsiaSW.EuroN_AsiaNE.EuroN	D.AsiaSW.EuroN_AsiaSichuan.EuroN	outlier.D.AsiaSW.EuroN_AsiaSichuan.EuroN	D.AsiaSC.Noram_AsiaSC.CircNoram	outlier.D.AsiaSC.Noram_AsiaSC.CircNoram	D.AsiaSW.Noram_AsiaSW.CircNoram	outlier.D.AsiaSW.Noram_AsiaSW.CircNoram	outlier.fst_Noram.CircnoramE
Scaffold06	415001	425000	26126945	13	0.0485	background	0.0638	background	0.0744	background	0.0418	background	-0.0478	background	0.0371	background	0.1539	background	-0.0789	background	0.0379	background	0.0618	outlier	0.085	background	0.1241	outlier	0.0717	background	0.0445	outlier	0.1022	background	0.0148	background	0.0458	background	background
Scaffold06	420001	430000	26126945	13	0.0485	background	0.0638	background	0.0744	background	0.0418	background	-0.0478	background	0.0371	background	0.1539	background	-0.0789	background	0.0379	background	0.0618	outlier	0.085	background	0.1241	outlier	0.0717	background	0.0445	outlier	0.1022	background	0.0148	background	0.0458	background	background
Scaffold06	445001	455000	26159084	143	-0.0398	background	0.0821	background	0.1199	background	0.1301	background	0.4713	background	-0.0191	background	0.1134	background	-0.1708	background	-0.0383	background	0.0332	background	0.0747	background	0.1195	outlier	0.1704	background	-0.0272	background	0.0709	background	0.3588	background	0.4358	background	background
Scaffold06	475001	485000	26188910	255	0.0954	background	-0.1114	background	-0.0151	background	-0.0192	background	0.5706	background	0.2934	outlier	0.4065	outlier	-0.0503	background	0.0628	background	0.2744	outlier	0.0912	background	0.18	outlier	0.2793	background	0.0299	background	0.106	background	0.1607	background	0.4132	background	background
Scaffold06	480001	490000	26191145	651	-0.0892	background	0.0516	background	0.0205	background	0.0657	background	0.3772	background	0.057	outlier	0.1611	background	-0.1781	background	-0.074	background	-0.00929999999999997	background	0.1546	background	0.0774	background	0.2136	background	0.00459999999999999	background	0.0957	background	0.1846	background	0.2651	background	background
Scaffold06	560001	570000	26268062	573	-0.0737	background	-0.0218	background	-0.0064	background	0.023	background	0.4341	background	-0.1756	background	0.00119999999999998	background	-0.2082	background	-0.0314	background	-0.1008	background	0.0297	background	-0.2271	background	-0.00569999999999998	background	-0.0994	background	0.0311	background	0.4924	outlier	0.4953	outlier	background
Scaffold06	630001	640000	26338439	277	0.2079	background	0.1293	background	0.1706	background	-0.1038	background	0.556	background	0.0626	outlier	0.1637	background	-0.0251	background	0.076	background	0.1219	outlier	0.085	background	0.1491	outlier	0.0843	background	0.0526	outlier	0.0559	background	0.1023	background	0.105	background	background
Scaffold06	740001	750000	26450769	17	0.0667	background	0.3984	outlier	0.3	outlier	NA	NA	0.1069	background	-0.0755	background	-0.0059	background	-0.0973	background	-0.0277	background	-0.0565	background	-0.018	background	-0.0201	background	-0.0845	background	0.0555	outlier	-0.002	background	0.0131	background	0.0529	background	background
Scaffold06	745001	755000	26450769	17	0.0667	background	0.3984	outlier	0.3	outlier	NA	NA	0.1069	background	-0.0755	background	-0.0059	background	-0.0973	background	-0.0277	background	-0.0565	background	-0.018	background	-0.0201	background	-0.0845	background	0.0555	outlier	-0.002	background	0.0131	background	0.0529	background	background
Scaffold06	780001	790000	26494771	36	-0.035	background	-0.1112	background	-0.1304	background	0.1796	background	NA	NA	-0.129	background	0.2062	background	-0.3091	background	0.0261	background	-0.1153	background	0.1458	background	-0.1782	background	0.1762	background	-0.1471	background	0.3021	outlier	-0.00990000000000001	background	0.0244	background	background
Scaffold06	840001	850000	26548862	789	0.1733	background	-0.000699999999999978	background	0.00509999999999999	background	0.2457	background	0.4864	background	-0.0548	background	0.2226	background	-0.3071	background	-0.0297	background	-0.0731	background	0.2574	background	-0.0427	background	0.2863	background	-0.0778	background	0.2874	outlier	0.2562	background	0.2511	background	background
Scaffold06	935001	945000	26644499	16	0.0465	background	0.2071	background	0.0693	background	0.2135	background	NA	NA	-0.0631	background	-0.1822	background	0.1959	outlier	0.0768	background	-0.0449	background	-0.0149	background	-0.1789	background	-0.1975	background	-0.1823	background	-0.2012	background	0.187	background	-0.0571	background	background
Scaffold06	960001	970000	26674610	77	0.0526	background	0.0173	background	0.0355	background	0.0254	background	0.6387	outlier	-0.032	background	0.0593	background	-0.1532	background	-0.0619	background	-0.0436	background	0.1363	background	-0.0448	background	0.2632	background	-0.0099	background	0.0316	background	0.7134	outlier	0.6983	outlier	background
Scaffold06	965001	975000	26676602	580	-0.0144	background	-0.0414	background	0.0121	background	0.1277	background	0.5719	background	-0.0437000000000001	background	0.1401	background	-0.2285	background	-0.0447	background	-0.0484	background	0.1299	background	-0.0131	background	0.2347	background	-0.0532	background	0.0917	background	0.5153	outlier	0.5702	outlier	background
Scaffold06	970001	980000	26679538	1011	-0.021	background	0.016	background	0.0625	background	0.1273	background	0.5667	background	-0.0305	background	0.1206	background	-0.1855	background	-0.0344	background	-0.0284	background	0.108	background	0.0165	background	0.1803	background	-0.0472	background	0.0855	background	0.4859	outlier	0.5329	outlier	background
Scaffold06	990001	1000000	26699887	1185	-0.2691	background	-0.2173	background	0.1968	outlier	0.00339999999999999	background	0.4777	background	-0.082	background	0.0669	background	-0.1883	background	-0.0394	background	-0.2728	background	0.0522	background	-0.0989	background	0.0398	background	0.0171	background	0.0395	background	0.2092	background	0.2633	background	background
Scaffold06	995001	1005000	26703440	1014	-0.2723	background	-0.2014	background	0.2707	outlier	0.0144	background	0.4869	background	-0.0607	background	0.039	background	-0.1683	background	-0.0686	background	-0.3062	background	0.0597	background	-0.0806	background	0.0534	background	0.062	outlier	0.0502	background	0.2803	background	0.3282	background	background
Scaffold06	1015001	1025000	26721437	550	-0.167	background	-0.0813	background	0.0165	background	0.0201	background	0.6397	outlier	-0.322	background	-0.1134	background	-0.3151	background	-0.1065	background	-0.0625	background	0.1025	background	-0.253	background	0.0324	background	-0.086	background	0.0044	background	0.3077	background	0.1983	background	background
Scaffold06	1035001	1045000	26742530	713	-0.0369	background	0.0575	background	0.0868	background	0.0968	background	0.616	background	-0.0602	background	0.0523	background	-0.1652	background	-0.0527	background	-0.0344	background	0.1154	background	-0.00390000000000001	background	0.1217	background	-0.0654	background	0.0846	background	0.4732	outlier	0.4628	background	background
Scaffold06	1040001	1050000	26747239	99	0.2533	background	0.2139	background	0.1193	background	0.0531	background	0.6075	background	0.0524	outlier	0.1068	background	-0.0903	background	-0.0359	background	0.0638	outlier	0.2104	background	0.1628	outlier	0.2644	background	-0.0378	background	0.1836	background	0.6358	outlier	0.5681	outlier	outlier
Scaffold06	1140001	1150000	26846082	306	-0.0849	background	-0.0022	background	0.111	background	0.0745	background	0.268	background	0.0318	background	0.1271	background	-0.0899	background	0.00540000000000002	background	0.1305	outlier	0.1392	background	0.1285	outlier	0.1239	background	0.027	background	0.0685	background	0.0481	background	0.0306	background	background
Scaffold06	1175001	1185000	26884957	949	0.0951	background	-0.0203	background	-0.0211	background	0.3054	outlier	0.5159	background	-0.071	background	0.1711	background	-0.2991	background	-0.0570000000000001	background	-0.0968	background	0.3021	outlier	-0.0570000000000001	background	0.3324	background	-0.1026	background	0.1976	background	0.2734	background	0.1994	background	background
Scaffold06	1180001	1190000	26888530	595	0.1603	background	-0.1119	background	-0.1007	background	0.4063	outlier	0.635	outlier	-0.0766	background	0.1698	background	-0.3294	background	-0.083	background	-0.1382	background	0.3676	outlier	-0.0974999999999999	background	0.4527	outlier	-0.1163	background	0.2634	background	0.4308	background	0.316	background	background
Scaffold06	1185001	1195000	26897357	643	-0.1009	background	-0.0902	background	-0.0284	background	0.1551	background	0.4298	background	-0.0896	background	0.2615	outlier	-0.3019	background	0.0492	background	-0.0974	background	0.1319	background	-0.0888	background	0.2537	background	-0.0961	background	0.1217	background	0.3459	background	0.4263	background	background
Scaffold06	1195001	1205000	26905324	1422	-0.1601	background	0.0633	background	0.2865	outlier	0.197	background	0.5067	background	-0.0336	background	0.1267	background	-0.2233	background	-0.063	background	-0.0595	background	0.1183	background	-0.0171	background	0.212	background	-0.041	background	0.1357	background	0.373	background	0.4444	background	background
Scaffold06	1200001	1210000	26909918	1760	-0.2108	background	0.0322	background	0.4013	outlier	0.2214	background	0.5269	background	-0.0570000000000001	background	0.0891	background	-0.2173	background	-0.0712	background	-0.0526	background	0.1176	background	-0.0533000000000001	background	0.2083	background	-0.0544	background	0.0878	background	0.4506	background	0.4933	background	background
Scaffold06	1205001	1215000	26914803	1849	-0.2008	background	-0.1562	background	0.2119	outlier	-0.0134	background	0.6049	background	-0.1328	background	-0.0352	background	-0.163	background	-0.0654	background	-0.1772	background	0.0589	background	-0.2125	background	-0.0417999999999999	background	-0.1101	background	0.038	background	0.4551	outlier	0.4264	background	background
Scaffold06	1345001	1355000	27052027	693	0.0785	background	0.0996	background	0.0514	background	-0.0501	background	0.6704	outlier	-0.0427999999999999	background	0.0779	background	-0.142	background	-0.0213000000000001	background	-0.029	background	0.0342	background	-0.00279999999999997	background	0.0301	background	-0.012	background	0.0315	background	0.3925	background	0.4575	background	background
Scaffold06	1375001	1385000	27084845	1056	-0.0147	background	0.000299999999999995	background	-0.00560000000000001	background	0.1379	background	0.3067	background	-0.029	background	0.2712	outlier	-0.3098	background	-0.0096	background	-0.0493	background	0.1279	background	-0.0434	background	0.235	background	-0.0478	background	0.1434	background	0.2541	background	0.407	background	background
Scaffold06	1545001	1555000	27254707	1123	-0.0215	background	-0.0183	background	0.0156	background	0.0376	background	0.6732	outlier	-0.0426	background	0.0664	background	-0.1357	background	-0.0266999999999999	background	-0.0554	background	0.1337	background	-0.0264	background	0.1477	background	-0.0366	background	0.037	background	0.4634	outlier	0.4228	background	outlier
Scaffold06	1550001	1560000	27257986	656	0.0104	background	-0.0383	background	-0.0074	background	-0.01	background	0.7058	outlier	-0.0622	background	0.0514	background	-0.1481	background	-0.0345	background	-0.0758	background	0.0643	background	-0.0646	background	0.049	background	-0.0389	background	0.0339	background	0.4889	outlier	0.5105	outlier	outlier
Scaffold06	1625001	1635000	27335390	29	0.078	background	0.1263	background	0.0649	background	0.0745	background	NA	NA	-0.0185	background	0.0724	background	-0.0745	background	0.0164	background	0.0744	outlier	0.0728	background	0.0699	background	0.0819	background	0.0141	background	0.1189	background	0.1553	background	0.1385	background	background
Scaffold06	1630001	1640000	27335757	27	0.0533	background	0.0967	background	0.0507	background	0.0733	background	NA	NA	0.00339999999999999	background	0.0761	background	-0.0664	background	0.0063	background	0.0718	outlier	0.0812	background	0.0787	background	0.0768	background	5e-04	background	0.1215	background	0.1797	background	0.1683	background	background
Scaffold06	1650001	1660000	27363100	62	-0.0887	background	0.0303	background	0.1046	background	0.1895	background	0.1145	background	0.1024	outlier	0.256	outlier	-0.1468	background	0.00679999999999999	background	0.0928	outlier	0.1896	background	0.0622	background	0.189	background	0.0553	outlier	0.1374	background	0.0656	background	0.1252	background	background
Scaffold06	1825001	1835000	27538850	164	0.0619	background	-0.0707	background	-0.0371	background	0.2487	background	0.1358	background	-0.081	background	0.2698	outlier	-0.3441	background	0.0067	background	-0.0841	background	0.1476	background	-0.0810999999999999	background	0.3093	background	-0.0908	background	0.1651	background	0.0736	background	0.1891	background	background
Scaffold06	1915001	1925000	27622346	328	0.136	background	-0.0433	background	-0.0245	background	0.1316	background	0.4914	background	-0.0602	background	0.3304	outlier	-0.2354	background	0.1552	outlier	-0.088	background	0.1801	background	-0.0370999999999999	background	0.1742	background	-0.0912	background	0.1577	background	0.3352	background	0.3303	background	background
Scaffold06	2015001	2025000	27725741	22	0.0033	background	-0.015	background	-0.0095	background	-0.0349	background	NA	NA	0.0285	background	-0.0584	background	-0.0181	background	-0.105	background	-0.0612	background	0.1419	background	-0.0351	background	0.1626	background	-0.0682	background	0.1243	background	0.5483	outlier	0.453	outlier	background
Scaffold06	2020001	2030000	27725741	22	0.0033	background	-0.015	background	-0.0095	background	-0.0349	background	NA	NA	0.0285	background	-0.0584	background	-0.0181	background	-0.105	background	-0.0612	background	0.1419	background	-0.0351	background	0.1626	background	-0.0682	background	0.1243	background	0.5483	outlier	0.453	outlier	background
Scaffold06	2055001	2065000	27764407	991	-0.071	background	-0.1506	background	-0.0549	background	-0.0224	background	0.6078	background	-0.1028	background	0.1678	background	-0.1485	background	0.1221	outlier	-0.1137	background	0.1136	background	-0.1011	background	-0.0468	background	-0.0896	background	0.091	background	0.2505	background	0.1826	background	background
Scaffold06	2060001	2070000	27768210	661	-0.0482	background	-0.1764	background	-0.0857	background	-0.0166	background	0.6344	outlier	-0.1167	background	0.0997	background	-0.1188	background	0.0976	outlier	-0.1495	background	0.1084	background	-0.1626	background	-0.0446	background	-0.0862	background	0.069	background	0.4749	outlier	0.3686	background	outlier
Scaffold06	2075001	2085000	27784254	557	-0.1254	background	0.0111	background	0.0296	background	0.0424	background	0.6061	background	-0.0680999999999999	background	0.0268	background	-0.1455	background	-0.0506	background	-0.0534	background	0.0735	background	-0.0794	background	0.0844	background	-0.1069	background	0.0868	background	0.5727	outlier	0.5766	outlier	background
Scaffold06	2080001	2090000	27790036	405	-0.0766	background	-0.0027	background	0.0559	background	0.0471	background	0.5122	background	-0.0287999999999999	background	0.0619000000000001	background	-0.0989	background	-0.00819999999999999	background	-0.0171	background	0.0711	background	-0.0163	background	0.0448	background	-0.0718	background	0.1088	background	0.5169	outlier	0.5159	outlier	background
Scaffold06	2130001	2140000	27839028	722	0.0573	background	0.0345	background	0.0301	background	-0.0649	background	0.0904	background	0.0545	outlier	0.0693	background	-0.00690000000000002	outlier	0.00789999999999996	background	0.0318	background	0.0872	background	0.1062	background	0.0474	background	-0.0417	background	0.0866	background	0.2201	background	0.1943	background	background
Scaffold06	2155001	2165000	27867855	127	0.0481	background	0.03	background	0.0163	background	-0.0456	background	0.1581	background	0.0173	background	0.0387	background	-0.0102	background	0.0112	background	0.048	outlier	0.0503	background	0.1029	background	0.0419	background	-0.0059	background	0.01	background	0.0825	background	0.0597	background	background
Scaffold06	2180001	2190000	27892880	89	0.1125	background	0.1487	background	0.0107	background	-0.1016	background	0.0511	background	-0.0374	background	0.000300000000000009	background	0.0088	outlier	0.0465	background	-0.0018	background	0.0328	background	0.0202	background	0.0458	background	-0.0384	background	0.00949999999999999	background	0.1279	background	0.0489	background	background
Scaffold06	2195001	2205000	27904664	775	-0.1045	background	0.0788	background	0.1843	outlier	0.1285	background	0.3834	background	-0.0719	background	0.0749	background	-0.1937	background	-0.0469	background	0.0362	background	0.1956	background	0.0515	background	0.1809	background	-0.0535	background	0.0658	background	0.1165	background	0.0427	background	background
Scaffold06	2200001	2210000	27907562	438	-0.1231	background	0.1206	background	0.238	outlier	0.1795	background	0.4055	background	-0.067	background	0.0602	background	-0.1889	background	-0.0617	background	0.0557	outlier	0.2647	background	0.0697	background	0.2139	background	-0.0649	background	0.0819	background	-0.0091	background	-0.1519	background	background
Scaffold06	2205001	2215000	27910495	25	0.0345	background	0.0371	background	0.072	background	0.0369	background	0.1145	background	0.0228	background	0.0572	background	-0.0483	background	-0.0139	background	0.0533	outlier	0.1517	background	0.0471	background	0.0707	background	0.0657	outlier	0.1329	background	0.0226	background	-0.058	background	background
Scaffold06	2220001	2230000	27932434	245	-0.0794	background	0.0197	background	0.1954	outlier	0.0834	background	0.3967	background	-0.0917	background	0.0467	background	-0.207	background	-0.0686	background	-0.1423	background	0.0233	background	-0.1699	background	0.00970000000000001	background	-0.0873	background	0.0307	background	0.0906	background	0.1826	background	background
Scaffold06	2245001	2255000	27953119	161	-0.0776	background	0.0146	background	0.076	background	0.0632	background	0.0793	background	0.0492	outlier	0.082	background	-0.031	background	0.0018	background	0.0548	outlier	0.0791	background	0.0698	background	0.1078	background	0.0162	background	0.048	background	0.0176	background	0.0187	background	background
Scaffold06	2290001	2300000	28003908	20	-0.0504	background	0.0062	background	0.1407	background	-0.1219	background	0.1208	background	-0.0015	background	0.0884	background	-0.1563	background	-0.0664	background	-0.0314	background	0.0903	background	0.1479	outlier	-0.00139999999999996	background	-0.016	background	0.0275	background	0.0851	background	0.1496	background	background
Scaffold06	2415001	2425000	28120518	14	0.0314	background	NA	NA	NA	NA	NA	NA	NA	NA	0.1626	outlier	0.1511	background	-0.0536	background	-0.0651	background	0.0666	outlier	0.0315	background	-0.0233	background	-0.0266	background	0.0068	background	0.0028	background	0.131	background	0.3157	background	background
Scaffold06	2555001	2565000	28261323	151	-0.0369	background	-0.0358	background	0.1166	background	-0.043	background	0.0852	background	0.025	background	0.0484	background	-0.0025	outlier	0.0209	background	0.0158	background	0.0321	background	0.0718	background	-0.0395	background	0.0092	background	0.0231	background	0.0377	background	0.0331	background	background
Scaffold07	50001	60000	28377859	395	-0.0303	background	-0.0227	background	0.0413	background	0.0379	background	0.6317	outlier	-0.0549000000000001	background	0.0216999999999999	background	-0.1428	background	-0.0662	background	-0.0562	background	0.1021	background	-0.0509	background	0.0848	background	-0.0293	background	0.0345	background	0.3184	background	0.3042	background	background
Scaffold07	210001	220000	28539636	556	0.1449	background	0.0493	background	0.2233	outlier	-0.1332	background	0.3017	background	-0.0564	background	0.0713	background	-0.2143	background	-0.0866	background	-0.0508	background	0.2182	background	0.00230000000000002	background	0.2279	background	-0.0494	background	0.0612	background	0.00259999999999999	background	-0.0577	background	background
Scaffold07	230001	240000	28558786	372	-0.0359	background	0.0639	background	0.0686	background	0.0748	background	0.2439	background	0.056	outlier	0.141	background	-0.1082	background	-0.0232	background	0.0103	background	0.1525	background	0.0972	background	0.154	background	-0.0059	background	0.0495	background	0.2685	background	0.2802	background	background
Scaffold07	235001	245000	28561890	134	-0.0187	background	0.1142	background	0.0877	background	0.054	background	0.2666	background	0.0351	background	0.1306	background	-0.1744	background	-0.0789	background	0.0151	background	0.1235	background	0.1207	outlier	0.2133	background	-0.00560000000000001	background	0.0446	background	0.1327	background	0.2187	background	background
Scaffold07	360001	370000	28690844	1047	-0.049	background	-0.0329	background	0.0214	background	0.00900000000000001	background	0.6002	background	-0.0725	background	0.0579	background	-0.1675	background	-0.0371	background	-0.0477	background	0.1142	background	-0.0483	background	0.097	background	-0.0211	background	0.0255	background	0.4626	outlier	0.4434	background	background
Scaffold07	365001	375000	28695244	1118	-0.0028	background	-0.034	background	0.0321	background	0.0357	background	0.6059	background	-0.0660000000000001	background	0.0654	background	-0.1592	background	-0.0277999999999999	background	-0.0743	background	0.1472	background	-0.0521	background	0.1218	background	-0.0232	background	0.0268	background	0.4577	outlier	0.4037	background	outlier
Scaffold07	380001	390000	28709612	1540	-0.0174	background	0.0098	background	0.0635	background	0.0198	background	0.5644	background	-0.0461	background	0.0849	background	-0.1623	background	-0.0313	background	-0.0457	background	0.0869	background	-0.0282	background	0.089	background	-0.0149	background	0.0354	background	0.4608	outlier	0.4901	background	background
Scaffold07	425001	435000	28757564	24	0.1566	background	0.0573	background	-0.0339	background	-0.1063	background	-0.043	background	-0.0146	background	0.0599	background	-0.0927	background	-0.0182	background	-0.0483	background	0.2129	background	0.1263	outlier	0.6233	outlier	-0.0255	background	0.0902	background	0.0069	background	-0.1279	background	background
Scaffold07	430001	440000	28759813	31	0.1751	background	0.0811	background	0.0204	background	-0.0633	background	-0.0349	background	0.044	outlier	0.0364	background	-0.0154	background	-0.023	background	-0.0226	background	0.1635	background	0.0349	background	0.3966	outlier	-0.0143	background	0.0859	background	-0.0157	background	-0.1198	background	background
Scaffold07	470001	480000	28802671	21	-0.001	background	0.0703	background	0.1222	background	0.1455	background	0.0733	background	0.0384	background	0.0475	background	-0.0338	background	-0.0247	background	0.0848	outlier	0.1269	background	0.2771	outlier	0.3132	background	-0.0074	background	0.0177	background	-0.006	background	-0.0607	background	background
Scaffold07	475001	485000	28804381	29	-0.0104	background	0.0595	background	0.1093	background	0.1312	background	0.0519	background	0.0513	outlier	0.0592	background	-0.0327	background	-0.0248	background	0.0655	outlier	0.0835	background	0.2353	outlier	0.2519	background	-0.0081	background	0.017	background	0.0088	background	0.00929999999999999	background	background
Scaffold07	500001	510000	28830126	10	0.1571	background	0.1835	background	-0.5061	background	-0.5506	background	NA	NA	-0.055	background	-0.0929	background	0.0172	outlier	-0.0207	background	-0.0345	background	-0.0433	background	-0.0048	background	0.0022	background	-0.0077	background	-0.0223	background	-0.01	background	-0.0389	background	background
Scaffold07	525001	535000	28850928	25	0.1583	background	0.0971	background	0.0269	background	0.0292	background	-0.000399999999999998	background	0.1727	outlier	0.2556	outlier	-0.000199999999999992	outlier	0.0827	background	0.1057	outlier	0.1533	background	0.1263	outlier	0.2435	background	0.1201	outlier	0.2059	background	0.0274	background	0.047	background	background
Scaffold07	530001	540000	28862000	36	0.0972	background	0.0805	background	-0.0761	background	-0.0081	background	0.0245	background	0.0027	background	0.0624	background	0.0079	outlier	0.0676	background	-6e-04	background	-0.0129	background	0.0541	background	0.0267	background	0.0122	background	-9.99999999999994e-05	background	-0.0048	background	0.0029	background	background
Scaffold07	535001	545000	28863020	51	0.1106	background	0.0495	background	-0.0327	background	-0.1361	background	0.02	background	-0.000199999999999999	background	0.037	background	0.0371	outlier	0.0743	background	-0.0102	background	-0.0297	background	0.0486	background	-0.0494	background	-0.0112	background	-0.0069	background	0.00650000000000001	background	-0.0011	background	background
Scaffold07	540001	550000	28865469	15	0.0822	background	-0.0126	background	-0.3509	background	0.2657	outlier	-0.0076	background	-0.021	background	0.5164	outlier	0.1287	outlier	0.6661	outlier	-0.0331	background	-0.0939	background	0.0179	background	-0.2266	background	-0.0552	background	-0.0115	background	0.0625	background	0.0067	background	background
Scaffold07	595001	605000	28923070	10	-0.0893	background	-0.1981	background	-0.0984	background	0.1105	background	NA	NA	0.1046	outlier	-0.0554	background	0.1608	outlier	0.000799999999999995	background	0.1074	outlier	-0.0398	background	0.1463	outlier	-0.1412	background	0.0216	background	-0.0312	background	0.0257	background	0.0093	background	background
Scaffold07	610001	620000	28941996	14	-0.0885	background	-0.0159	background	0.0301	background	-0.144	background	NA	NA	0.0147	background	0.0047	background	-0.0118	background	-0.0218	background	0.001	background	0.0057	background	0.0359	background	-0.0185	background	0.0395	outlier	0.0236	background	0.0081	background	0.0289	background	background
Scaffold07	615001	625000	28941996	14	-0.0885	background	-0.0159	background	0.0301	background	-0.144	background	NA	NA	0.0147	background	0.0047	background	-0.0118	background	-0.0218	background	0.001	background	0.0057	background	0.0359	background	-0.0185	background	0.0395	outlier	0.0236	background	0.0081	background	0.0289	background	background
Scaffold07	630001	640000	28962793	32	0.4408	outlier	0.1162	background	0.0619	background	-0.2201	background	0.0124	background	0.000699999999999999	background	-0.0515	background	0.2191	outlier	0.1669	outlier	-0.0131	background	-0.0798	background	0.0188	background	-0.0844	background	0.0137	background	-0.1614	background	0.127	background	-0.0116	background	background
Scaffold07	635001	645000	28962793	32	0.4408	outlier	0.1162	background	0.0619	background	-0.2201	background	0.0124	background	0.000699999999999999	background	-0.0515	background	0.2191	outlier	0.1669	outlier	-0.0131	background	-0.0798	background	0.0188	background	-0.0844	background	0.0137	background	-0.1614	background	0.127	background	-0.0116	background	background
Scaffold07	640001	650000	28972142	34	0.0587	background	0.1594	background	0.0963	background	0.0287	background	-0.0201	background	0.0083	background	-0.0805	background	0.0801	outlier	-0.0087	background	0.0505	outlier	0.031	background	0.0102	background	-0.0299	background	0.0137	background	0.0255	background	-0.0065	background	-0.1093	background	background
Scaffold07	645001	655000	28972795	40	0.0496	background	0.1409	background	0.0865	background	0.0187	background	0.006	background	0.0101	background	-0.0608	background	0.0655	outlier	-0.0054	background	0.0465	outlier	0.0277	background	0.0045	background	-0.0325	background	0.0124	background	0.0232	background	-3e-04	background	-0.0834	background	background
Scaffold07	650001	660000	28982751	216	0.289	background	-0.0236	background	-0.0305	background	0.1868	background	0.0842	background	-0.0906	background	0.2039	background	-0.3073	background	-0.0128	background	-0.0981	background	0.1898	background	-0.0615000000000001	background	0.3755	outlier	-0.0884	background	0.1606	background	0.0266	background	0.0535	background	background
Scaffold07	655001	665000	28985467	463	0.2814	background	0.00170000000000003	background	-0.0053	background	0.1528	background	0.1507	background	-0.0668	background	0.1687	background	-0.2467	background	-0.0112	background	-0.0691	background	0.1599	background	-0.044	background	0.3484	outlier	-0.0675	background	0.1358	background	0.0526	background	0.0726	background	background
Scaffold07	770001	780000	29104450	138	-0.3972	background	-0.2382	background	0.3539	outlier	0.108	background	0.0797	background	-0.1804	background	-0.0615	background	-0.2307	background	-0.1118	background	-0.2566	background	0.005	background	-0.5374	background	0.00459999999999999	background	-0.2072	background	0.0027	background	0.039	background	0.0843	background	background
Scaffold07	810001	820000	29142041	657	0.0495	background	-0.0117	background	-0.0272	background	0.2118	background	0.6892	outlier	-0.073	background	0.2068	background	-0.2926	background	-0.0128	background	-0.0889	background	0.2817	background	-0.053	background	0.25	background	-0.0757	background	0.1609	background	0.1032	background	0.0411	background	background
Scaffold07	815001	825000	29144485	1011	0.1392	background	0.0248	background	0.00109999999999999	background	0.1542	background	0.6815	outlier	-0.0598	background	0.2169	background	-0.2384	background	0.0383	background	-0.0682	background	0.2637	background	-0.0294	background	0.2199	background	-0.0635	background	0.1475	background	0.0692	background	-0.0159	background	background
Scaffold07	880001	890000	29209961	1452	0.2194	background	-0.2103	background	-0.1912	background	0.1828	background	0.4795	background	-0.1496	background	0.0883	background	-0.2257	background	0.0122	background	-0.2151	background	0.3244	outlier	-0.2185	background	0.3417	outlier	-0.2092	background	0.2781	outlier	0.3025	background	0.0542	background	background
Scaffold07	885001	895000	29214731	1398	0.2923	background	-0.1865	background	-0.1826	background	0.2384	background	0.4132	background	-0.154	background	0.0909	background	-0.2229	background	0.022	background	-0.1878	background	0.2594	background	-0.1875	background	0.4164	outlier	-0.1918	background	0.3007	outlier	0.3219	background	0.1314	background	background
Scaffold07	890001	900000	29218597	1000	0.3715	outlier	-0.1548	background	-0.1621	background	0.2985	outlier	0.2673	background	-0.1419	background	0.1134	background	-0.2166	background	0.0387	background	-0.151	background	0.1988	background	-0.1546	background	0.4726	outlier	-0.1674	background	0.321	outlier	0.3191	background	0.195	background	background
Scaffold07	895001	905000	29224697	769	0.238	background	-0.0665	background	-0.1043	background	0.0653	background	0.099	background	-0.0868	background	0.1062	background	-0.2658	background	-0.0728	background	-0.0852	background	0.1816	background	-0.0660999999999999	background	0.4756	outlier	-0.0788	background	0.1973	background	0.105	background	0.1024	background	background
